path,bytes,lines,sha256,scope,ts_nocheck,route_definitions,transactions,innerHTML,legacy_path_mentions
docs/analiz-2026-09-19/DOSYA-ENVANTERI.csv,31693,200,0be18b4b8de3444a8db5656cc79620e8f48ce26e337f76177c3d1dde5ee1921d,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/GELISTIRME-IS-LISTESI.csv,23026,46,47618315ad375d1943a120082dbd472a0c05e3dfc320dc80ed9a1f86c75cbbf5,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/kanitlar/browser-install.log,8622,49,a7d5659c18ee8b080e18d83b91b8907fa5a08cbf33de95b484a1cb3030b76924,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/kanitlar/browser-tests-retry.log,9245,77,f7581b9e0657f82e32bd00d866f7507448ebf4d3fd80d8760f8a8ad98c2fd30c,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/kanitlar/browser-tests.log,89075,889,feac9f089814923fda8c7878c91cbd23044d85d3b343808c2bfb7075a9ecb78a,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/kanitlar/build.log,597,22,30681a315c1946eff9f223979294e65f470502f5a2f4c32ce00461981e6bc9e6,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/kanitlar/inventory.json,67599,2436,e9d7a9052decdc643b4e8c23817ace51247b2a526b70c29292b484d33d46f1ff,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/kanitlar/lint.log,3563,77,7f7842b8d765ab02ab241679a73db668d9fec75f4e88bf5a520d2692bc0e753d,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,21
docs/analiz-2026-09-19/kanitlar/npm-audit.json,387,22,98e0e6f5f4714a9698cf4a8c8991feffe9eee9d6827a8308596898b3488c92b8,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/kanitlar/reproduce.cjs,14043,,,binary/other: metadata only,,,,,
docs/analiz-2026-09-19/kanitlar/reproductions.json,4320,243,d932219394f1d94ecc41509169e97df3321ea80e7458a330e860d54934fad2f7,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/kanitlar/routes.json,47328,1640,535def19c069615714044103df11610e230bd95e7589dacb1a70816fc7d5826f,full-file inventory/static scan; not a line-by-line correctness proof,0,234,0,0,0
docs/analiz-2026-09-19/kanitlar/server-tests.log,80393,2123,762c946cf66ea36a583b126d1158b9e9091d3fb905d477c9bb5c2872af5355dd,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/kanitlar/typecheck.log,264,9,173540a85f26de8336334c7541745551a59225d8ceab768a5133913af77bad65,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/analiz-2026-09-19/TEKNIK-ANALIZ.html,77902,240,18fe325fde3fd4482d587ce22bd78d01fb5fe91e614d74b76439d31465a6e41d,full-file inventory/static scan; not a line-by-line correctness proof,2,0,0,0,2
docs/analiz-2026-09-19/TEKNIK-ANALIZ.md,64717,598,bf1b4a294a8f31f40ecf118fd6b422598874766cbe321c0e8fb11f4dbeec5b3a,full-file inventory/static scan; not a line-by-line correctness proof,2,0,0,0,2
docs/DEVIR-VE-KALAN-ISLER-2026-09-20.md,15341,139,162beb7ad01228a8e6227a6aba1e2765627c2edff6c313eb1533204951ee640a,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,4
docs/GELISTIRICI-REHBERI.md,11650,219,f0bc9a57fff6d63f8aed02772ed64bcf8f5f272c3bd7319db27c3f0e0c287ac6,full-file inventory/static scan; not a line-by-line correctness proof,0,0,1,0,0
docs/KULLANIM-KILAVUZU.md,23429,548,30825c52bcc2975966e17ce5e1e9053cdf2d07a37ca191831e8e4c12123eeada,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/KURULUM.md,10101,281,dc2a4636900c825b0e35a00d5c5f99982b24ea7c4ec38e18f92ae04ba803fdda,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/KVKK-DEGERLENDIRME.md,10661,170,ac1873def50b4995aca3a4734cd0fb38859e2a03f4079bf08536a3b576390700,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/SAHA-KURULUM-COK-BASIT.md,9663,229,257fcfa80eb50bedca2bdc417b483af9b5cd72b83baa99c8ddf4822e7fd033e5,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/SAHA-KURULUM-KARTI.md,6392,176,29e19f58a212def2ed52724fc92279299a8418ca07647093cf1e9e45852c0fdc,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
docs/SATISA-HAZIRLIK.md,11045,86,b951e9bd122bc9e29bf66716a743606ef8694177c5e80a0912c192c111804495,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,3
docs/TAM-LISTE-2026-09-20.md,29786,223,9582c3bb626ac05950c37cfd756a90cd0f2c9b5656d009866a9d3533e78ec447,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,2
docs/YOL-HARITASI.md,25394,456,9d938b935e569aed034948f33e44182c97395839795687382bd17b6a272b53bf,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
eslint.config.js,4156,99,763fcaf010f6acdb9664fe5c81f4858a9763051522dee3e5701345f106369bea,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
frontend-react/AdminView.jsx,83193,1403,9d0cac6847cb702ce1563454e65b3936bbb45993fabf71cca02c6e8219a0a768,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,36,0
frontend-react/CountsView.jsx,9315,189,f8b0217fb13e04471407ca27ef91ffb885af2bc1058ed4dfae67054c7f179145,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,3,0
frontend-react/CrmView.jsx,20151,362,37995084add8c82f77e829be25db726dff16104d544f071e68841fa77d1d1580,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,9,0
frontend-react/DashboardView.jsx,6813,146,3bf16c4b43d3862efaaac7b73ac7c6e26ebe354e0407fe0e9e3e2e60d893465d,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/admin.js,145,5,43eac2c9b462b02f7885447162b7e2753cf09999adb08ed1aa340398025901f8,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/counts.js,149,5,3dd7420d4e0ee9b62c2be8ab565ffe36822d3111dca250583e603af95122aef0,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/crm.js,137,5,58a91a567bc216aa8785c4304de7814221c3ebd73e06da98181addf64934ec73,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/dashboard.js,161,5,814ac381f8ea7ac73b06653c6a23321990ec9d1d907bb6d1c5b1eed45784ed2d,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/items.js,145,5,2d558a356d52f59b01a34277afdb7bf399f769965488811840d6be5c2ca1ee27,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/lots.js,498,9,5c743777facc6f4b3bba0725af5c05dfffd21aa3b61c5f1578aadbf1a58a78d9,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/planning.js,157,5,2eb4d257e614499782e766af4462bf910c60a585472ad5b6aade8174a6bccfd0,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/production.js,165,5,6e016004ce4b7588b19f27911dd4adb6da400f666623c9276a231b92c7f9fb8d,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/purchasing.js,165,5,f538f6024a07abe96a64e069863c1401c000168a651e75bd8385623d0bab380f,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/quality.js,153,5,2be47a055e3b8232854e58a28b6370cf5733748d32dd0c6508e01788047ce767,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/reports.js,153,5,f99069c932bd014bb909b89c13464d4427b1bce452198ca0840af5842ae3d346,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/sales.js,145,5,d5c4be9d984677d45b3e1900d64ec4a996c69aac391a8a06fb89c999bc9a142e,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/entries/support.js,153,5,3e6d99dad60153ce00b10e2f8aa1d6751b54b56d6858d49e3fe3dd01f73c2a97,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/ItemsView.jsx,28565,468,3c39f40144d4ead4cb89b438b900e279c3dbc116be8fdf8865628d5869f43283,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,5,0
frontend-react/labelPrint.js,1916,34,2d34db8872fada256a80c60362fde6e1d91cf8bf709c026a5479a305a6fc3fcc,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/LotsView.jsx,16682,280,b2fd98599bc06d9bb8442626cf4a3c09175a8893d70f64c7f250a968aea8f02a,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,1,0
frontend-react/mountView.jsx,856,24,d69270ebbae0146e72373e089d09040fdf818997bdea6bf0a57857e0fcfe4571,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
frontend-react/PlanningView.jsx,37732,641,8167e7952c3c7029406a33a1762d84b4bb84e95fde341915727e4993f5ef9028,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,16,0
frontend-react/ProductionView.jsx,13627,254,1d4b8b7b23df6739b580fb24f757d1e541ec879dfc76b3cd60a7b5db010bffad,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,3,0
frontend-react/PurchasingView.jsx,44514,739,43f443b8a944e9e142ddb8513c202550a1b459801b41b2cfc87f4aa7bf5b4736,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,15,0
frontend-react/QualityView.jsx,40854,748,f32ecce07752da1dacdb639e077582e5ac4f13e21334eda6eb079dd250504381,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,16,0
frontend-react/ReportsView.jsx,30233,509,f8e1be5d5a04181767ca212b1f6e04459eab752087a871230bae6caca161a620,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,19,0
frontend-react/SalesView.jsx,42589,714,03c48ad7a0619ec20f098e9d578cdfa6a9d22290237988c6db1b18313ecc64c5,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,15,0
frontend-react/SupportView.jsx,11702,219,d8b634fedeec51621685b0fbcb9a76254e7b9663c6677a58cc9a7bfcd89a766b,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,4,0
frontend-react/vendor-react.js,876,19,b0812d67b070fc9f233feecec0dac6c4501739c67b0591a29640589392e33e51,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
LICENSE,1703,36,bb4d984c26f304bc72c72b84b1465712ad10c23175bade315ac79e0206d6fbbd,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
license-signing-key.pem,119,,,private: metadata only; contents not read,,,,,
nginx.conf,2373,69,6221045090e34f3b5446bdeac38ca5b77e8da1211ad2a0c5689dc3a10a850579,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
package-lock.json,187671,5276,9849be1ebdc43be36a39c29bb173c903458082b4325a1e7ccf1e03b5c4b461f3,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
package.json,3179,89,4d0fb86d4fc60fa5dbfa4ab34e3dde25f759a5254a8282e71c4b39f2f97d94b6,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
playwright.config.js,1999,44,78ddbc5fbe31f60fee1eb4a6c8d45ec87b0f2f8f0d60e79d1b894761d6a1b743,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
playwright.cross-browser.config.js,1544,43,bb2d4b51b10cd82b92b879d4d4e1a18e9dd65752b4110c8157b0fd2aa827fcab,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
PROJECT_STATUS.md,186172,2981,d8485189b8a6fb9f73dee1ba9922aab7e4eb714530943409d6e05e422dda292e,full-file inventory/static scan; not a line-by-line correctness proof,3,0,1,0,14
public/api-docs.html,1468,27,3929b701abe983893f0272661a6f99bba17082ca8504edba60871a38c058623c,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
public/css/mobile.css,13857,317,4071710d39e9366de265e0df8a20b20fd0d99a0ab955ea8b6bff68deb1e7d39d,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
public/css/style.css,19846,294,4d2644a37313ee7bdb29c5cf65e05d8273589db7cb55dcc3c37e7bf156d9476d,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
public/icons/apple-touch-icon.png,827,,,binary/other: metadata only,,,,,
public/icons/icon-192.png,828,,,binary/other: metadata only,,,,,
public/icons/icon-512.png,5067,,,binary/other: metadata only,,,,,
public/index.html,11519,184,807d7d58a8cac2a9f2525e666d1d7e8b674ae0cdd971d3f45e9eb37368b96a7c,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
public/js/api-docs.js,350,13,d2b6d581a6475adf3f433f668f6357d2bf65240477744d5684c0fefd568e593c,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
public/js/api.js,17814,319,2288d37e2d099293b286d4d3757dc8d90bca0c8bc135c257c8b24dbf78190eca,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
public/js/app.js,14649,339,c7525c760267b4f5796092d92061f49b0194a8f2dcdf931a4f628bf99deb0fe1,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,8,0
public/js/i18n.js,63434,743,ba10cb6e2a36f22d484e5a45f05f66c66f83ac43b7c5bfa57eacd441c9c2e244,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
public/js/mobile-db.js,3035,77,20474135afac212aa5c66f0211fb97019786495f653b558a2d84ec70265aa45b,full-file inventory/static scan; not a line-by-line correctness proof,1,0,2,0,0
public/js/mobile.js,43738,986,abf5ee996518f258f938f11e73d510d50f8f63f369e2dcf030f84a9c34b6512a,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,20,0
public/js/ui.js,27565,502,a316e2965955798530c4740003bd97b1b009f4e7c2380d7d90c436596287606b,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,1,0
public/manifest.webmanifest,522,16,fd2a65956ccf2c671d29e99523f82e8f2f09fa05c80e41ccbda64660cef1bf0f,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
public/mobile.html,4167,92,f028bdc38076ad3f52b6e0c1c05590513e08825ddc573aa1a077470afb9c3602,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
public/sw.js,3150,88,9459e34864b052e2e6cd4521518678d29bc30abbf8ea666b96881a83e2ef0596,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
README.md,16834,306,e166433272cc73fe6f9ce0ce5598145169f28bc8bb0c0c7cf08ec34d5a0627b2,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
scripts/build-frontend.js,3555,100,4750d48c36e6f1781dad2eeb29af5d6d4d8589c70763def9265b78557e6b512f,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/db.js,2113,55,aa6a7bb9c607198029a01dfb4b5563259911ab773aa4f1affb84375fb4f5f7ad,full-file inventory/static scan; not a line-by-line correctness proof,0,0,3,0,0
server/index.js,12575,281,8d3e9856b1f8b195b4696ed0fd01f9c81f6fc9212c7d8154811f650a29675e35,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/lib/core.js,4132,96,3a7d94a36cf845af61e52d148f47a726769e21f6d55eeff8ce5f2c9cbb1dbd50,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/lib/dates.js,2580,68,1780790eabe392b681374c03039c2eafc853b6197246ba3910425ae58681018e,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/lib/kvkk.js,7647,120,47420d04dbe95287fe3da21863f7b2edf51e6145cadf427f9a8b0b509b757283,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/lib/license.js,5731,130,bf3bda1b7a38a181205fc2b8d87bdbc2424dca0633b09314e309cc454e640b6b,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/lib/maintenance-lock.js,1578,41,1b88bf5d90b14b165494d67e6cd486a0138855dd492a2f256e9b4c686e0fbdb5,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/lib/openapi.js,61006,864,d3d7f8c66790bc847f04f6d1634211acfb33512f0978e4e5402597a186901e7c,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/lib/tenant.js,746,18,e548e902e84b65c1752a3ed4116b493b3478c2642586f01d3b64a8b71ae44f1c,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/lib/webhooks.js,7277,151,64a217bc5bc946dd6df5b05a0ab05fe02d6844e491a3ecabf152a4f61518e250,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/lib/zpl.js,2894,73,bafca4ef63567b79194b34a17a30e24a8185232f61e8623c876eed4e1463807d,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/middleware/auth.js,4575,100,028be0957328058c29d59f4aa8f98a9d42efe44aca4b6aab89de09a426e7592d,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/middleware/validate.js,2703,74,c9f081ff5dfdf1279f2a3e20d56a2109e38dc6f7eb87198358bc4a68de7269f6,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrate.js,2614,71,9dd3295177d60cdc20de513b4b1d9e033b86fe28a6cfc3083bc54d004dac9fb4,full-file inventory/static scan; not a line-by-line correctness proof,1,0,1,0,0
server/migrations/001_initial_schema.js,26730,793,0fdda3c849a5a8728eba2c7ef6b6bb20ba16f78c398111eae96b145752f984d0,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/002_einvoice.js,7772,156,0e85e22624e6527fcf38214108bfbea1326a9650a7eb74d9523a81a85359302b,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/003_planning.js,10387,216,f1d293aedc55dbad72852fc708328cfe04ba8d4c6c2ec4ad633cd1de1d4b5d4b,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/004_import.js,3411,74,c0ffd254ccb9a620dc4a74e40c0c04687111f27b83ac127a6a21c4e2e795ff73,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/005_templates.js,6609,140,bbaa6b690a9016844934585c8f1be7e826a89c4cba649c4ee469955cd57a1868,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/006_multitenancy_prep.js,4651,89,19ef65207074cc51d59b11cf6694e19edf48836f34aa408518cc1df376af3b78,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/007_scoped_uniqueness.js,4896,111,caa9f22c33a3a17613a5479495ad83b0ffa7b917be3785db2fbe76c190395045,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/008_accounting_bridge.js,2072,48,741441a54d5ce382db1f83597679b355377cfcd4a0eb99b72651016f2e3061ea,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/009_webhooks.js,1965,46,1a459275bc1ff7ac81166d25dbc6a3197180f1183a444611ce93a9429407805a,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/010_crm.js,2606,57,eea1a14572391f116790bbb60d22c837969227e49d29f9edccb0eb7a03f0e50d,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/011_saved_reports.js,1341,32,136b6a829f7df38f5d2bef037a7711659b75c703114a18da587f92fd9499bf65,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/012_webhook_retry.js,1558,31,cb27e507f5e7e2f0ee37d7c53cdf0e860a26f561eedfdbdd1037285704e2dc21,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/013_pivot_datasources.js,761,18,88be58d8ba25bbb293ee75e1b6e352a21acca0136cb86c953625d5f8ff6c4276,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/014_support_and_visits.js,4090,89,cf84c92d455e93268edfdadf16f32d64180e9431aaf11529c83d2a2310593558,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/015_invoice_return_reference.js,507,16,bc5077f4408b5d6b4a654749feaacde4f37b66bec82ea5bbeba05d902a547887,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/016_kvkk_anonymization.js,1055,24,70c6e9de01d49fe5425edcc84d2456b46d6b2823069240cfcbee3162a3944574,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/017_remove_einvoice_module.js,2296,46,7931e95c5d389066f5fb720ea0e665aac8a9d7b4caf3d1ab5683d1d315a42c84,full-file inventory/static scan; not a line-by-line correctness proof,1,0,0,0,0
server/migrations/018_mobile_idempotency.js,350,13,eb58ecb445c7860c601a823a44864fbe11b2a686d65defb70d4be1833fe87ada,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/migrations/019_shipment_cancellation_and_lot_lineage.js,1040,20,c6c25e7f386f1f86d41293b27cf43feefd822e4e44e6f7f42230f04cff72e882,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/migrations/020_purchase_line_fx_snapshot.js,865,20,9c4d47f466babcaa06f5b154fd527c063cade6ad50448d5055e74744170726aa,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/migrations/021_invoice_shipment_allocations.js,505,13,a4fc33317bd843f5a989b028754f50756694e66972f4817c0b4339a119fb2fca,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/migrations/022_landed_cost_allocations.js,989,21,3dec26685bed163c56b264d8430429f81dc9e3b8e563ddc96f0800910e6cc3ee,full-file inventory/static scan; not a line-by-line correctness proof,0,0,0,0,0
server/routes/accounting.js,2530,59,beb8ad049a1f187e32054b13a88559a9f90890d6acc91b09635d8e442d5d7f92,full-file inventory/static scan; not a line-by-line correctness proof,1,3,0,0,0
server/routes/admin.js,17256,331,a8461abb8240fe8c02d5076423c48d428a486ee68b06900ee718d5418a114eb4,full-file inventory/static scan; not a line-by-line correctness proof,1,23,1,0,0
server/routes/auth.js,4877,106,15e035a69863977e43bf99f0dbd32ea62e5835fb0f8a7c963a8db0744830cbb7,full-file inventory/static scan; not a line-by-line correctness proof,1,5,0,0,0
server/routes/crm.js,11221,194,1270afdb96421b38f86fc7a362c444f1e5fc9a1a837977f6b99b0902e97f2690,full-file inventory/static scan; not a line-by-line correctness proof,1,7,1,0,0
server/routes/data-health.js,13048,307,6b973b1667e41c245373d5a09ee5ac97fd6e9a25a2d40ae173e042bbb68d0fa1,full-file inventory/static scan; not a line-by-line correctness proof,1,7,2,0,0
server/routes/docs.js,492,16,0ca82787191518b5e6fc979a48d69c9ae2c75fb9668c0a6632568167b8b5aa59,full-file inventory/static scan; not a line-by-line correctness proof,1,1,0,0,0
server/routes/documents.js,8426,174,ab23e2851f27575e361f020323f0113a92b49e218d91ce1241abcb015f98fe03,full-file inventory/static scan; not a line-by-line correctness proof,1,5,0,0,0
server/routes/import.js,7885,176,73175bec8ce4239a2805d2b9a99c4f4541bd1f6c5bfeaf0267b03a383494e935,full-file inventory/static scan; not a line-by-line correctness proof,1,9,0,0,0
server/routes/items.js,16270,295,b00e1228f106deeeebb5f61698ac522002b22450d8d3528af3686d1ee5566a3b,full-file inventory/static scan; not a line-by-line correctness proof,1,6,2,0,0
server/routes/labels.js,4407,109,c7984ce3805a0d68df308176a6eb33cb79166ac106dee1149489b2e37f9695fb,full-file inventory/static scan; not a line-by-line correctness proof,1,3,0,0,0
server/routes/mobile.js,13894,313,c9afe2c41503b77e17c90716646c0b3485410d4974986db08787b6ec5953dee4,full-file inventory/static scan; not a line-by-line correctness proof,1,5,0,0,0
server/routes/notifications.js,2952,73,cf0852972ed48990e741c78d919712c6f6539723fe267522e710d2a054b15788,full-file inventory/static scan; not a line-by-line correctness proof,1,6,0,0,0
server/routes/planning.js,21668,401,ed57f4be2383eea4a7a21ab70734104f4a06d0c8e69ec45e2125935c46d9c5d2,full-file inventory/static scan; not a line-by-line correctness proof,1,23,3,0,0
server/routes/production.js,13892,269,741bd58be378fbaa0e2376c1a3410ab4de5d19eba0eb1d663b09f50fa99f9166,full-file inventory/static scan; not a line-by-line correctness proof,1,7,2,0,0
server/routes/purchasing.js,38994,709,06770bf7c7638d19a6cdbbfc3dfc56707e944a9cb75cdfe71bcb2dac09d73df6,full-file inventory/static scan; not a line-by-line correctness proof,1,26,7,0,0
server/routes/quality.js,25510,484,cc61ff9de373703beededf8d0788b47c71cafca009b70e437ff54b0788a1408b,full-file inventory/static scan; not a line-by-line correctness proof,1,20,6,0,0
server/routes/reports.js,24214,462,0285e80cd14438c7f2a9c834d02c33c16d3fe4a4358ccab4395cef790fdd104c,full-file inventory/static scan; not a line-by-line correctness proof,1,16,0,0,0
